0057,Objeto con representación pictográfica de aves que se repiten en la parte lateral. El dibujo muestra un ave blanca de cuello largo y cola prominente.
0058,Pictografía en colores ténues. Existe un patrón repetitivo en forma escalonada.
0059,Objeto de pictografía compleja que retrata a un personaje con cuerpo de animal y cabeza antropomorfa. La cabeza tiene un tocado exhuberante y la lengua del personaje se divide en tres puntas. 
0060,El objeto tiene dos patrones repetitivos sobresalientes. El primero es una representación muy simple a trazos de un pájaro. El segundo patrón está compuesto por una grilla irregular de triángulosque asemejan una bandada de aves volando.
0061,Objeto con pictografía compleja. En la parte baja de la cara lateral se representan formas triangulares repetitivas. En la parte central hay unas representaciones poligonales complejas que se repiten en todo el objeto.
0062,El objeto contiene formas cuadrangulares dispuestas en un patrón más complejo de triángulos que se repiten en toda la cara lateral.
0063,"El objeto posee la representación pictográfica compleja de un animal. Se logra apreciar su rostro, los ojos y la lengua saliendo de su boca."
0064,Existe una representación de un ave negra de manchas blancas. El ave tiene un pico pequeño y patas cortas. La reporesentación del ave se repite  a lo largo de la cara lateral del objeto.
0065,El objeto ilustra un rostro humano que se repite en la parte lateral. Se logran apreciar los ojos y la boca delimitada por la forma del rostro.
0066,El objeto tiene un patrón repetitivo romboidal que contiene una grilla interior con líneas diagonales.
0067,El objeto tiene la representación de un cactus de tres brazos con flores en la partye superior de cada brazo.
0068,Se retrata un objeto de cuerda con un artefacto al centro. La cuerda tiene nudos en un extremo y una punta roja al otro extremo. Esta representación se repite en la parte lateral del objeto.
0069,El objeto presenta un color uniforme en la base. Una franja horizontal de color clarose extiende al centro del objeto. En la parte superior se repite un patrón de círculos de diferentes colores.
0070,El objeto ilustra un patrón de círculos concéntricos de diferentes colores  que se repite en la parte lateral del objeto.
0071,El objeto muestra pictografía compleja que retrata una escena posiblemente de una guerra. La pictografía ilustra cabezas de diferentes personas. Hay dos interpretaciones. La primera es que las cabezas reposan sobre estacas . La segunda es que las cabezas se representan junto a la sangre que sale de ellas.
0072,Objeto de forma irregular que se debe haber usado para mantener alimentos secos. El objeto posee unas asas que permiten su traslado.
0073,El objeto muestra un patrón geométrico repetitivo de rectángulos que contienen una línea oscura central. 
0074,Botella con daño en su superficie por exposición a fuente de calor. Se representa una forma irregular que consiste de un círculo y seis líneas oscuras que salen del círculo pero siguiendo la dirección del círculo.
0075,El objeto presenta una pictografía compleja. En la parte superior e inferior del objeto se muestra un patrón repetitivo de formas escalonadas. En la parte central se aprecia un patrón  uniforme rectangular que se asemeja a un enladrillado.
0076,Objeto con pictografía colorida y compleja. La escena retrata un objeto compuesto por una cubierta con curvas y dentro patrones concéntricos en forma de la letra U en diferentes colores.
0077,Objeto que ilustra una escena de guerra. En el objeto se ilustran cabezas cortadas en donde se logra apreciar claramente la sangre que sale de las cabezas. El objeto representa cuator cabezas distintas. Cada persona con rasgos distintos.
0078,El objeto muestra un patrón repetitivo de unos círculos colgando de una línea horizontal que sigue el borde del objeto.
0079,El objeto muestra dos representaciones distintas. En la parte baja existe un patrón triangular repetitivo. En la parte superior existe un dibujo de un objeto no identificadoque contiene un cuerpo y líneas cruzadas que salen de un extremo.
0080,La pictografía muestran un patrón repetitivo de círculos concéntricos de diferentes colores en toda la superficie del objeto.
0081,"Por fuera el objeto muestra un color uniforme. Por dentro, en el borde del objeto se muestra un patrón espiralado rectangular que se repite."
0082,Botella que se apoya sobre uno de sus lados. Este tipo de objetos servían para almacenar alimentos secos. 
0083,El objeto muestra una representación pictográfica de un ave de prominente cola y alas. 
0084,El objeto muestra un dibujo repetitivo de un objeto no identificado. El objeto es de forma casi circular pero con una esquina identificable. El centro del dibujo contiene una mancha de diferentes colores.
0085,La superficie del objeto muestra deterioro por presión. El objeto muestra representaciones continuas alrededor de su superficie. Predominan las líneas horizontales y un patrón de círculos unidos por una línea horizontal.
0086,Se representa un patrón poligonal complejo que contiene un espiral rectangular en un extremo y un patrón escalonado irregular en otro extremo
0087,El objeto representa la pictografía de un animal parecido a una serpiente. El animal es alargado y tiene un cuerpo más grueso que la cola. La cabeza del animla es antropomorfa. Alrededor del animal hay representaciones de formas ovaladas que podrían estar representando piedras.
0088,El objeto muestra una representación de un objeto circular con protuberancias curvas saliendo del círculo. Asemejan a un sol representado. Dentro del círculo principal hay otros círculos de diferente color.
0089,El objeto muestra franjas verticales de tres colores agrupadas cada cierto espacio. En algunos espacios entre franjas se aprecia patrones de semicírculos que asemejan una forma escamada.
0090,El objeto muestra dos patrones dinstintivos. El primero está en la parte baja del objeto y está conformado por rombos encadenados con grillas interiores. En la parte superior se repite la representación de un objeto casi circular con líneas curvas dentro.
0091,Objeto con superficie de dos colores divididos de forma horizontal. En la parte interna del plato se aprecia un dibujo que asemeja alimentos servidos en el plato.
0092,El objeto tiene una representación repetitiva de cruces alargadas de colores en la parte superior de la parte lateral.
0093,El objeto retrata un patrón en forma de ceja de diferentes colores que se repite en la parte lateral superior del objeto.
0094,Plato con deterioro visible por humedad. La parte externa se pinta de dos colores separados por una línea horizontal.  Internamente el objeto tiene la representación de un ave que está comiendo granos.
0095,El objeto contiene franjas verticales que se extienden desde la mitad de la parte lateral hasta el borde del objeto. Las franjas oscuras verticales contienen pequeños círculos blancos.
0096,El objeto se caracteriza por tener un patrón recurrente de franjas horizontales ondeados de diferentes colores.
0097,El objeto presenta una representación básica similar a una letra S invertida. Esta representación se repite de forma horizontal y en diferentes colores.
0098,El objeto muestra un patrón repetitivo de dos triángulos opuestos unidos en su centro. Estos patrones se intercalan en diferentes colores y divididos por dos segmentos de líneas verticales.
0099,El objeto muestra la representación de un animal semejante a un puercoespín. El patrón se repite cerca del borde del objeto.
0100,El objeto muestra una representación parecida a un crustáceo que se repite en la parte lateral del objeto.
